Date,Retail_Category,Sales_Amount,Profit_Margin,Inventory_Turnover,Cost_of_Goods_Sold,Quarter,Year
2025-05-02,Clothing,41903,17.786633168380323,4.12074599876383,34449.867103453595,2025Q2,2025
2025-05-02,Electronics,11886,17.8459908732618,1.3494736595363508,9764.825524804102,2025Q2,2025
2025-05-03,Food,8161,17.593023839779715,11.837976755392102,6725.233324435577,2025Q2,2025
2025-05-03,Clothing,22719,15.76149139193162,4.554073968005741,19138.146770667056,2025Q2,2025
2025-05-03,Electronics,38282,17.655911434748653,2.894890870024057,31522.963984549522,2025Q2,2025
2025-05-04,Food,28532,18.700333844087325,9.330428516281579,23196.420747605003,2025Q2,2025
2025-05-04,Clothing,31290,5.545079790607208,4.751405475274301,29554.944533519003,2025Q2,2025
2025-05-04,Electronics,12713,11.888698865979798,0.8460692566145412,11201.589713167989,2025Q2,2025
2025-05-05,Food,30105,15.675032483460516,4.602127615128748,25386.03147085421,2025Q2,2025
2025-05-05,Clothing,42383,10.916512596040299,4.023481046502812,37756.25446642024,2025Q2,2025
2025-05-05,Electronics,8950,15.246592994385027,2.093014411057665,7585.42992700254,2025Q2,2025
2025-05-06,Food,33317,16.637480430457053,5.3746254503091,27773.890644984625,2025Q2,2025
2025-05-06,Clothing,20780,14.04817872141027,4.7197868852453855,17860.788461690947,2025Q2,2025
2025-05-06,Electronics,43811,17.702651549338622,1.9172483498156936,36055.29132971926,2025Q2,2025
2025-05-07,Food,33391,15.565090913530943,4.981401627102173,28193.660493062882,2025Q2,2025
2025-05-07,Clothing,2628,16.478220063697606,4.8732106117323415,2194.9523767260266,2025Q2,2025
2025-05-07,Electronics,11308,10.896838788479375,1.7109389107469628,10075.785469798751,2025Q2,2025
2025-05-08,Food,41450,22.302916427146542,3.3953091308429935,32205.441140947758,2025Q2,2025
2025-05-08,Clothing,10498,16.372213071160665,5.532649297662364,8779.245071789554,2025Q2,2025
2025-05-08,Electronics,17302,3.507365817799901,3.5417010988373425,16695.155566204263,2025Q2,2025
2025-05-09,Food,14838,34.75935523386593,8.988674025694529,9680.406870398974,2025Q2,2025
2025-05-09,Clothing,1862,6.240461659736692,5.962531406014042,1745.8026038957028,2025Q2,2025
2025-05-09,Electronics,37523,15.397282462928654,0.6606939304089924,31745.47770143528,2025Q2,2025
2025-05-10,Food,41463,20.870038344245696,4.407283926063684,32809.656001325406,2025Q2,2025
2025-05-10,Clothing,10899,15.607074770943601,3.86986406233291,9197.984920714856,2025Q2,2025
2025-05-10,Electronics,35775,9.783145787056762,3.038346528746124,32275.079594680446,2025Q2,2025
2025-05-11,Food,31027,26.2272935134637,7.888049335177226,22889.457641577617,2025Q2,2025
2025-05-11,Clothing,38195,10.226353053313233,2.8702759260085022,34289.04445128701,2025Q2,2025
2025-05-11,Electronics,38499,16.793965085480455,2.1506082903115216,32033.491381740878,2025Q2,2025
2025-05-12,Food,16623,29.495466890578587,9.947290151847932,11719.968538779123,2025Q2,2025
2025-05-12,Clothing,36854,19.530684244522323,6.101473498865909,29656.161628523743,2025Q2,2025
2025-05-12,Electronics,27629,4.838906435993572,2.462203396803468,26292.058540799335,2025Q2,2025
2025-05-13,Food,22031,22.24829383112152,7.618339568093603,17129.478386065617,2025Q2,2025
2025-05-13,Clothing,26839,11.226100079271456,3.7182822333881234,23826.026999724334,2025Q2,2025
2025-05-13,Electronics,11940,15.34266560737659,2.758770452893015,10108.085726479234,2025Q2,2025
2025-05-14,Food,30146,30.701488568321906,6.409855833059789,20890.729256193677,2025Q2,2025
2025-05-14,Clothing,42225,20.56310698071163,1.9285536804177519,33542.22807739452,2025Q2,2025
2025-05-14,Electronics,23055,8.473694127149809,2.3373629640250484,21101.38981898561,2025Q2,2025
2025-05-15,Food,2531,21.440796863629373,7.4294505506852735,1988.3334313815405,2025Q2,2025
2025-05-15,Clothing,17316,13.0855504432404,3.6614984979415075,15050.106085248492,2025Q2,2025
2025-05-15,Electronics,15758,3.0373475005790596,3.5743449791489494,15279.374780858752,2025Q2,2025
2025-05-16,Food,38950,25.666092082793956,9.412136761395061,28953.057133751754,2025Q2,2025
2025-05-16,Clothing,11723,12.9985122245246,3.449811467920033,10199.184411918981,2025Q2,2025
2025-05-16,Electronics,14161,12.240780750880901,2.529697984273306,12427.583037867757,2025Q2,2025
2025-05-17,Food,36362,31.8675496081678,4.120323591061926,24774.321611478026,2025Q2,2025
2025-05-17,Clothing,15172,8.18938680527222,1.325557835006038,13929.5062339041,2025Q2,2025
2025-05-17,Electronics,1564,2.2971315002415817,4.065706410515524,1528.0728633362216,2025Q2,2025
2025-05-18,Food,12555,21.523019322991487,9.564472446707093,9852.784923998419,2025Q2,2025
2025-05-18,Clothing,18480,16.342235858923534,2.6200693946952196,15459.95481327093,2025Q2,2025
2025-05-18,Electronics,5389,10.340284061185052,1.2711894253344624,4831.762091942737,2025Q2,2025
2025-05-19,Food,27662,18.036561948695113,4.016484365901259,22672.726233751957,2025Q2,2025
2025-05-19,Clothing,4131,18.405381314140364,2.1697359563741565,3370.673697912862,2025Q2,2025
2025-05-19,Electronics,38616,12.069679082063017,4.406334165630555,33955.17272567055,2025Q2,2025
2025-05-20,Food,29569,27.023213416087565,11.023811589320596,21578.506024997067,2025Q2,2025
2025-05-20,Clothing,16057,20.408021588625985,5.747558323005177,12780.083973514327,2025Q2,2025
2025-05-20,Electronics,14593,10.036827482587874,1.2486156308154213,13128.325765465952,2025Q2,2025
2025-05-21,Food,25586,17.073689200933277,4.763733876256647,21217.52588104921,2025Q2,2025
2025-05-21,Clothing,27784,19.755395593596685,4.859628580246337,22295.160888275095,2025Q2,2025
2025-05-21,Electronics,19933,13.30864807034903,3.682589155943653,17280.187180137327,2025Q2,2025
2025-05-22,Food,38172,16.54382172592559,7.369613790039315,31856.892370779686,2025Q2,2025
2025-05-22,Clothing,18176,15.015267853652647,4.95648226550079,15446.824914920095,2025Q2,2025
2025-05-22,Electronics,24254,14.793258305632046,2.8644170658811796,20666.043130552003,2025Q2,2025
2025-05-23,Food,16942,18.676175648844424,6.481209489691689,13777.882321572777,2025Q2,2025
2025-05-23,Clothing,25846,11.204272190359827,2.7875175196024866,22950.143809679597,2025Q2,2025
2025-05-23,Electronics,40378,9.608424346019094,1.840883317083942,36498.31041756441,2025Q2,2025
2025-05-24,Food,23162,13.24405583740661,9.625582579371299,20094.41178693988,2025Q2,2025
2025-05-24,Clothing,5750,21.73080431121465,1.3154286056924513,4500.478752105158,2025Q2,2025
2025-05-24,Electronics,31693,7.1591246429576625,4.21195626972543,29424.05862690743,2025Q2,2025
2025-05-25,Food,39687,20.072239473915772,11.384569196623312,31720.930319987052,2025Q2,2025
2025-05-25,Clothing,3933,9.005948670164171,6.388234774083641,3578.796038802443,2025Q2,2025
2025-05-25,Electronics,8358,5.408968816280568,1.6571456615474185,7905.91838633527,2025Q2,2025
2025-05-26,Food,7144,27.00274246083193,8.856260160191692,5214.9240785981665,2025Q2,2025
2025-05-26,Clothing,37575,13.008408461976723,3.508127725967734,32687.090520412243,2025Q2,2025
2025-05-26,Electronics,1895,9.221387602465557,2.098357321211312,1720.2547049332777,2025Q2,2025
2025-05-27,Food,29957,29.47734858454426,9.330816718503932,21126.470684528074,2025Q2,2025
2025-05-27,Clothing,22852,20.677924787258405,3.985372938131955,18126.680627615708,2025Q2,2025
2025-05-27,Electronics,38991,2.7770664489487356,2.95453419838701,37908.1940208904,2025Q2,2025
2025-05-28,Food,10039,24.624793717547963,11.971707143336122,7566.916958695359,2025Q2,2025
2025-05-28,Clothing,33580,17.730066881267785,5.0698370921030635,27626.243541270276,2025Q2,2025
2025-05-28,Electronics,32124,3.7299736396335366,2.2686911079266654,30925.783268004125,2025Q2,2025
2025-05-29,Food,41458,33.88794266043102,8.843883651234734,27408.736731838504,2025Q2,2025
2025-05-29,Clothing,18150,16.17866119833841,6.322092558713695,15213.572992501577,2025Q2,2025
2025-05-29,Electronics,2522,12.835051578762489,2.4877518668886087,2198.29999918361,2025Q2,2025
2025-05-30,Food,18943,23.604553855782516,3.966436814011053,14471.589363099118,2025Q2,2025
2025-05-30,Clothing,44097,19.375647101955316,6.485158999825094,35552.920897450764,2025Q2,2025
2025-05-30,Electronics,43251,6.468244448655837,2.035141801028468,40453.41959351186,2025Q2,2025
2025-05-31,Food,39197,27.83654870916249,2.533986673700298,28285.90800246958,2025Q2,2025
2025-05-31,Clothing,11022,9.006680943622062,6.467899617126983,10029.283626393977,2025Q2,2025
2025-05-31,Electronics,13621,8.678194043208745,1.760432369238988,12438.943189374537,2025Q2,2025
2025-06-01,Food,25776,14.820069866915167,6.198996098623305,21955.978791103946,2025Q2,2025
2025-06-01,Clothing,19459,14.045889275229062,3.9716870473118373,16725.810405933178,2025Q2,2025
2025-06-01,Electronics,24060,5.052951863140914,2.756083004340596,22844.2597817283,2025Q2,2025
2025-06-02,Food,41001,20.56196876403525,9.972214895467598,32570.38718705791,2025Q2,2025
2025-06-02,Clothing,5015,9.11928030858661,3.6015933894533347,4557.668092524382,2025Q2,2025
2025-06-02,Electronics,15227,6.8110250820337646,2.7478987954751815,14189.885210758719,2025Q2,2025
2025-06-03,Food,33389,27.80158553522927,8.009638815083555,24106.3286056423,2025Q2,2025
2025-06-03,Clothing,32093,5.644951319910904,2.052370354242107,30281.365772900994,2025Q2,2025
2025-06-03,Electronics,43252,6.000908136162451,2.2264900404515133,40656.48721294702,2025Q2,2025
2025-06-04,Food,28719,17.170315619337167,6.323228815214129,23787.857057282556,2025Q2,2025
2025-06-04,Clothing,7957,14.615963000541404,2.023957334769761,6794.007824046921,2025Q2,2025
2025-06-04,Electronics,34261,15.272358644613995,4.402768798134995,29028.5372047688,2025Q2,2025
2025-06-05,Food,41779,15.678743669283174,2.576302706818418,35228.577682410185,2025Q2,2025
2025-06-05,Clothing,5882,13.289173446842534,4.554308795684964,5100.330817856722,2025Q2,2025
2025-06-05,Electronics,25106,6.554790271149083,3.584097327309333,23460.354354525312,2025Q2,2025
2025-06-06,Food,18391,17.933852090006415,8.414947259938234,15092.78526212692,2025Q2,2025
2025-06-06,Clothing,18769,11.408149518666626,1.7821314715513128,16627.804416841464,2025Q2,2025
2025-06-06,Electronics,23967,13.864276037231846,2.9377707292306323,20644.148962156643,2025Q2,2025
2025-06-07,Food,3438,33.94158687022433,10.743201867783537,2271.0882434016876,2025Q2,2025
2025-06-07,Clothing,21628,10.616475883603837,3.7988358791734793,19331.86859589416,2025Q2,2025
2025-06-07,Electronics,6913,14.929242683210006,1.0855704920262,5880.941453309692,2025Q2,2025
2025-06-08,Food,17626,32.61184818203219,7.280669281168117,11877.835639435007,2025Q2,2025
2025-06-08,Clothing,7914,7.23066320983867,4.6307552863828985,7341.765313573367,2025Q2,2025
2025-06-08,Electronics,17982,4.854372030857297,2.6009707491674083,17109.08682141124,2025Q2,2025
2025-06-09,Food,27765,29.88654803053668,2.9714339635634923,19466.999939321493,2025Q2,2025
2025-06-09,Clothing,7422,17.0364043279645,2.6744634085867913,6157.558070778476,2025Q2,2025
2025-06-09,Electronics,37060,7.542925583534654,0.6750709590106865,34264.591778742055,2025Q2,2025
2025-06-10,Food,20299,13.26139091378485,11.768247201596564,17607.070258410815,2025Q2,2025
2025-06-10,Clothing,32919,14.674818666167667,2.6267570804132747,28088.196443284265,2025Q2,2025
2025-06-10,Electronics,40642,10.666989184539656,3.120966772996619,36306.722255619396,2025Q2,2025
2025-06-11,Food,13255,11.280158729758227,9.58227931085134,11759.814960370548,2025Q2,2025
2025-06-11,Clothing,30340,11.799356117926942,3.6552950167306575,26760.075353820965,2025Q2,2025
2025-06-11,Electronics,20947,9.868981157159295,1.2699775269632907,18879.744517009844,2025Q2,2025
2025-06-12,Food,38867,19.985041468528337,8.62759324716989,31099.413932427095,2025Q2,2025
2025-06-12,Clothing,18726,7.602928578127374,2.7617684609702042,17302.27559445987,2025Q2,2025
2025-06-12,Electronics,39430,11.76285721978627,1.2004991060009333,34791.905398238276,2025Q2,2025
2025-06-13,Food,5770,24.072495658919745,11.528263026882097,4381.01700048033,2025Q2,2025
2025-06-13,Clothing,19100,9.907327145482828,6.640329619665082,17207.700515212782,2025Q2,2025
2025-06-13,Electronics,14847,10.86144467565978,2.0928920412116465,13234.401309004792,2025Q2,2025
2025-06-14,Food,6642,20.45660202256439,7.813367784729857,5283.272493661274,2025Q2,2025
2025-06-14,Clothing,13694,9.670516272037116,3.982673875137791,12369.719501707237,2025Q2,2025
2025-06-14,Electronics,6095,13.947622995216506,3.9029981382485373,5244.892378441554,2025Q2,2025
2025-06-15,Food,28640,17.415521545847955,10.949744204340933,23652.194629269146,2025Q2,2025
2025-06-15,Clothing,26411,15.910181875497189,3.9372367213807067,22208.96186486244,2025Q2,2025
2025-06-15,Electronics,35453,12.559460444830558,3.4604950608305174,31000.294488494223,2025Q2,2025
2025-06-16,Food,12162,20.824188674976334,3.869288807899254,9629.362173349378,2025Q2,2025
2025-06-16,Clothing,3435,20.8280035250824,4.815941175425849,2719.558078913419,2025Q2,2025
2025-06-16,Electronics,19169,17.565705675365486,1.6399591493167676,15801.82987908919,2025Q2,2025
2025-06-17,Food,39330,19.856455887393633,8.932278733535526,31520.455899488086,2025Q2,2025
2025-06-17,Clothing,37290,21.894142747054836,5.42763238758635,29125.674169623253,2025Q2,2025
2025-06-17,Electronics,32306,6.544967393275444,4.034138535121932,30191.582833928434,2025Q2,2025
2025-06-18,Food,17445,21.478978259397785,4.891990306795401,13697.992242648057,2025Q2,2025
2025-06-18,Clothing,21368,14.886018062710878,2.175638893538418,18187.15566035994,2025Q2,2025
2025-06-18,Electronics,42650,10.08092480432654,2.6484768128389042,38350.485570954734,2025Q2,2025
2025-06-19,Food,8740,10.420181995528562,7.442020543189878,7829.276093590804,2025Q2,2025
2025-06-19,Clothing,23262,11.271002866450115,3.6589458408869193,20640.139313206375,2025Q2,2025
2025-06-19,Electronics,12603,14.775935417662609,2.6437469124835893,10740.78885931198,2025Q2,2025
2025-06-20,Food,10253,25.57868418339892,10.485256889137009,7630.417510676109,2025Q2,2025
2025-06-20,Clothing,41774,8.542133414272575,3.878268125098418,38205.609187521775,2025Q2,2025
2025-06-20,Electronics,31541,6.7143824490000075,0.7950734015185267,29423.216631760908,2025Q2,2025
2025-06-21,Food,26870,33.96413336609242,9.479726052950127,17743.837364530966,2025Q2,2025
2025-06-21,Clothing,1934,9.28967807502487,3.605249086169743,1754.337626029019,2025Q2,2025
2025-06-21,Electronics,26144,2.791158986869556,3.9101355322044165,25414.279394472822,2025Q2,2025
2025-06-22,Food,12643,33.4278123480368,8.462388802835706,8416.721684837707,2025Q2,2025
2025-06-22,Clothing,36981,7.399822564349505,1.3483581025319753,34244.47161747791,2025Q2,2025
2025-06-22,Electronics,8012,5.767542672174035,1.1371403759168501,7549.904481105416,2025Q2,2025
2025-06-23,Food,21430,14.163639714845033,7.521983456597884,18394.73200910871,2025Q2,2025
2025-06-23,Clothing,37489,10.066708871897546,1.4033767043085685,33715.09151101433,2025Q2,2025
2025-06-23,Electronics,32332,5.4435303242620625,0.8571226684941811,30571.99777555959,2025Q2,2025
2025-06-24,Food,39876,17.950242620357454,10.064851766692804,32718.161252706264,2025Q2,2025
2025-06-24,Clothing,4275,17.226594609774406,6.313933494498722,3538.563080432144,2025Q2,2025
2025-06-24,Electronics,23888,13.408503302001662,1.6666611767358575,20684.976731217845,2025Q2,2025
2025-06-25,Food,24338,30.19829611406798,4.087757964479083,16988.338691758134,2025Q2,2025
2025-06-25,Clothing,41864,12.522352332356634,4.952290908356371,36621.64241958222,2025Q2,2025
2025-06-25,Electronics,3100,7.156759574446536,2.775430456715673,2878.1404531921576,2025Q2,2025
2025-06-26,Food,18593,28.494909298402476,9.206397868260389,13294.941514148026,2025Q2,2025
2025-06-26,Clothing,40033,21.866150012988694,1.7197595991728711,31279.324165300237,2025Q2,2025
2025-06-26,Electronics,26160,8.604209163980698,3.5805579213242824,23909.13888270265,2025Q2,2025
2025-06-27,Food,17758,21.136467209273345,9.283676173352182,14004.58615297724,2025Q2,2025
2025-06-27,Clothing,16889,5.523312738039882,5.54069886601651,15956.167711672444,2025Q2,2025
2025-06-27,Electronics,23297,15.655690664423833,2.1528042838806223,19649.693745909182,2025Q2,2025
2025-06-28,Food,2296,24.92142151961227,6.564485420957003,1723.804161909702,2025Q2,2025
2025-06-28,Clothing,25196,5.053963069136555,6.765521008248581,23922.603465100354,2025Q2,2025
2025-06-28,Electronics,26962,9.664651610793818,1.0077623867889947,24356.21663269777,2025Q2,2025
2025-06-29,Food,8870,11.66026050931832,4.123171894171415,7835.734892823465,2025Q2,2025
2025-06-29,Clothing,41124,20.391344200461266,3.5749303029549075,32738.26361100231,2025Q2,2025
2025-06-29,Electronics,39322,11.970126732042957,2.5289001342382735,34615.10676642606,2025Q2,2025
2025-06-30,Food,26414,13.982075933736462,6.6361992632161275,22720.77446286285,2025Q2,2025
2025-06-30,Clothing,23833,7.163973062616333,4.967160862311158,22125.61029998665,2025Q2,2025
2025-06-30,Electronics,35647,10.158239171289765,1.0088082996689856,32025.89248261034,2025Q2,2025
2025-07-01,Food,18684,17.744114579629677,11.727325872912624,15368.68963194199,2025Q3,2025
2025-07-01,Clothing,6767,5.1501413381864865,2.304222972153637,6418.4899356449205,2025Q3,2025
2025-07-01,Electronics,13569,10.338382488081448,4.489186098053613,12166.18488019223,2025Q3,2025
2025-07-02,Food,27087,31.25746841429479,6.623675277251814,18620.289530619968,2025Q3,2025
2025-07-02,Clothing,42331,10.270687118434044,2.6589642081710796,37983.31543589569,2025Q3,2025
2025-07-02,Electronics,28597,15.526707227212317,1.7575207997021716,24156.827534234093,2025Q3,2025
2025-07-03,Food,11875,15.621877295142397,5.0796753023501715,10019.902071201841,2025Q3,2025
2025-07-03,Clothing,27335,7.165324612567135,5.977600859594527,25376.358517154775,2025Q3,2025
2025-07-03,Electronics,12924,8.06155943760888,4.088093997850237,11882.124058283429,2025Q3,2025
2025-07-04,Food,16733,23.845902062555513,7.532861694939586,12742.865207872586,2025Q3,2025
2025-07-04,Clothing,24965,7.737785654331561,3.0619248523919067,23033.261811396125,2025Q3,2025
2025-07-04,Electronics,22846,14.842813000420588,1.14415444418271,19455.010941923912,2025Q3,2025
2025-07-05,Food,20193,24.077356946812316,8.140032383701696,15331.059311730187,2025Q3,2025
2025-07-05,Clothing,36244,13.424446736390811,1.3036664788506318,31378.443524862516,2025Q3,2025
2025-07-05,Electronics,26801,10.76383855150619,2.97731728220401,23916.183629810825,2025Q3,2025
2025-07-06,Food,8925,11.417616284251167,7.856132215560621,7905.977746630583,2025Q3,2025
2025-07-06,Clothing,42957,21.130379253940042,3.146137464681906,33880.02298388498,2025Q3,2025
2025-07-06,Electronics,40362,16.774154687851578,2.2276568891861515,33591.61568488935,2025Q3,2025
2025-07-07,Food,11066,31.77967615875794,9.609028610663664,7549.261036271846,2025Q3,2025
2025-07-07,Clothing,42258,14.121429407183589,5.560882217341307,36290.56636111236,2025Q3,2025
2025-07-07,Electronics,19254,16.88764147141869,2.917073719346834,16002.453511093045,2025Q3,2025
2025-07-08,Food,19727,19.93018260767243,4.515713634385296,15795.37287698446,2025Q3,2025
2025-07-08,Clothing,18715,20.86330976290572,4.085935836093986,14810.431577872196,2025Q3,2025
2025-07-08,Electronics,44585,6.651901854250783,2.997606717309423,41619.24955828229,2025Q3,2025
2025-07-09,Food,23211,10.594417557547157,6.270663277873606,20751.92974071773,2025Q3,2025
2025-07-09,Clothing,44268,19.248706423818472,4.246172761338623,35746.982640304035,2025Q3,2025
2025-07-09,Electronics,33767,10.395014593495638,2.764822145606839,30256.91542221433,2025Q3,2025
2025-07-10,Food,28586,15.497074742683727,5.998948629823952,24156.00621405643,2025Q3,2025
2025-07-10,Clothing,20175,21.3104731275998,3.7748807698949696,15875.612046506742,2025Q3,2025
2025-07-10,Electronics,39674,14.012982101991026,1.6356223207326415,34114.48948085608,2025Q3,2025
2025-07-11,Food,4892,20.488491113167797,7.108025644081669,3889.7030147438313,2025Q3,2025
2025-07-11,Clothing,29588,21.06699762482328,2.443857730080137,23354.696742767286,2025Q3,2025
2025-07-11,Electronics,7469,13.000033484870654,2.434125059142386,6498.027499015011,2025Q3,2025
2025-07-12,Food,25908,34.814746898346115,8.954238137068048,16888.195373576487,2025Q3,2025
2025-07-12,Clothing,27266,19.058133426429887,6.097672732096504,22069.609339949628,2025Q3,2025
2025-07-12,Electronics,18658,9.947581217570853,2.9400564621744785,16801.98029642563,2025Q3,2025
2025-07-13,Food,9367,20.802929390397363,7.618783988871856,7418.389604001479,2025Q3,2025
2025-07-13,Clothing,37365,17.42082766146892,6.028664422995816,30855.70774429214,2025Q3,2025
2025-07-13,Electronics,40933,13.683906660324116,2.5986513460661165,35331.76648672953,2025Q3,2025
2025-07-14,Food,25675,24.723591212683715,3.822284126200877,19327.217956143457,2025Q3,2025
2025-07-14,Clothing,3211,9.40366657204875,1.6045906714096587,2909.0482663715147,2025Q3,2025
2025-07-14,Electronics,26673,3.5871124818060576,4.144661017507224,25716.209487727872,2025Q3,2025
2025-07-15,Food,12723,15.114840357294396,4.224325635404208,10799.938861341434,2025Q3,2025
2025-07-15,Clothing,21510,17.725600213711658,3.7353207876920713,17697.22339403062,2025Q3,2025
2025-07-15,Electronics,32154,11.826603241859182,1.3339799285514629,28351.273993612598,2025Q3,2025
2025-07-16,Food,11169,21.898167434124083,11.566286540421357,8723.193679282682,2025Q3,2025
2025-07-16,Clothing,28994,7.432031597480031,6.562875330066679,26839.156758626643,2025Q3,2025
2025-07-16,Electronics,38219,6.765557573760349,2.3780721543862438,35633.27155088453,2025Q3,2025
2025-07-17,Food,41036,31.168049759918333,5.431381727094712,28245.879100519913,2025Q3,2025
2025-07-17,Clothing,41425,5.656482295408265,1.944005280282882,39081.80220912713,2025Q3,2025
2025-07-17,Electronics,29673,14.97769664320255,4.026217115349661,25228.668075062506,2025Q3,2025
2025-07-18,Food,43283,34.1964981020354,7.039961278984621,28481.729726496018,2025Q3,2025
2025-07-18,Clothing,24905,11.30208116964233,2.269335780514224,22090.21668470058,2025Q3,2025
2025-07-18,Electronics,29325,2.79692604133475,1.6283342885224075,28504.801438378585,2025Q3,2025
2025-07-19,Food,14617,12.40616227851791,8.097511372799893,12803.591259749037,2025Q3,2025
2025-07-19,Clothing,39549,17.373180763849316,1.7446777960199744,32678.080739705234,2025Q3,2025
2025-07-19,Electronics,24002,6.595401138037785,4.2666866468741205,22418.97181884817,2025Q3,2025
2025-07-20,Food,9869,32.44708444411204,4.804483427530398,6666.797236210583,2025Q3,2025
2025-07-20,Clothing,17129,9.847263978072048,2.333451002502424,15442.262153196038,2025Q3,2025
2025-07-20,Electronics,3274,7.852344303408351,4.303448373431163,3016.9142475064104,2025Q3,2025
2025-07-21,Food,28885,15.777223053364214,7.335532732084873,24327.749121035744,2025Q3,2025
2025-07-21,Clothing,4645,9.553363649501536,6.137295522457723,4201.2462584806535,2025Q3,2025
2025-07-21,Electronics,9655,13.701663548438049,2.645352638441783,8332.104384398306,2025Q3,2025
2025-07-22,Food,20514,19.103820477615134,10.597470817989414,16595.04226722203,2025Q3,2025
2025-07-22,Clothing,30039,7.470379757722642,5.831537308636105,27794.972624577695,2025Q3,2025
2025-07-22,Electronics,5012,5.35890930677575,3.6269922700119293,4743.411465544399,2025Q3,2025
2025-07-23,Food,21606,13.62776838704013,7.174742772088638,18661.58436229611,2025Q3,2025
2025-07-23,Clothing,36328,7.811815376523104,5.707534937992451,33490.12371001669,2025Q3,2025
2025-07-23,Electronics,9531,10.42627621640316,2.3610308077949202,8537.271613814615,2025Q3,2025
2025-07-24,Food,26414,10.461430638498607,10.40293660568893,23650.71771114698,2025Q3,2025
2025-07-24,Clothing,9035,12.668293221022614,1.2891242542613952,7890.419707480607,2025Q3,2025
2025-07-24,Electronics,29105,13.562355232977094,1.8532692907399126,25157.676509442015,2025Q3,2025
2025-07-25,Food,22443,13.851893311827087,8.64208343841696,19334.219584026647,2025Q3,2025
2025-07-25,Clothing,18320,9.816292701355424,4.092074337353617,16521.655177111686,2025Q3,2025
2025-07-25,Electronics,3120,13.358326934103257,0.7866758357338176,2703.2201996559784,2025Q3,2025
2025-07-26,Food,35216,34.420856629504726,9.527624500209614,23094.351129353618,2025Q3,2025
2025-07-26,Clothing,13452,18.519879761552783,4.858522452008605,10960.70577447592,2025Q3,2025
2025-07-26,Electronics,30876,3.8815938655792284,4.29840658367843,29677.519078063757,2025Q3,2025
2025-07-27,Food,23645,24.933732524446324,6.98839008219146,17749.418944594665,2025Q3,2025
2025-07-27,Clothing,44881,18.11430981287992,1.2126677481322319,36751.116612881364,2025Q3,2025
2025-07-27,Electronics,25401,6.320032716489286,3.2049533037374545,23795.648489684558,2025Q3,2025
2025-07-28,Food,21144,28.722941011962988,10.04454573395729,15070.821352430547,2025Q3,2025
2025-07-28,Clothing,3593,21.303747946813928,4.1139362021847345,2827.5563362709754,2025Q3,2025
2025-07-28,Electronics,9310,7.08073052248541,2.006916205715316,8650.783988356608,2025Q3,2025
2025-07-29,Food,20401,12.126090532651778,4.589915705520841,17927.156270433712,2025Q3,2025
2025-07-29,Clothing,30230,17.174169888104533,3.197742072885358,25038.248442825996,2025Q3,2025
2025-07-29,Electronics,5402,8.932011883132006,2.0697383336380244,4919.492718073209,2025Q3,2025
2025-07-30,Food,34947,13.267456343707826,4.147044989196328,30310.422031564423,2025Q3,2025
2025-07-30,Clothing,42777,9.291330299734678,1.3076383518364483,38802.4476376825,2025Q3,2025
2025-07-30,Electronics,23776,3.5512222820274353,1.9697463765901033,22931.66139022516,2025Q3,2025
2025-07-31,Food,25121,23.14215139798765,11.498107321204717,19307.46014731152,2025Q3,2025
2025-07-31,Clothing,4042,21.767386318624215,1.7136954081854645,3162.162245001209,2025Q3,2025
2025-07-31,Electronics,41678,7.9584106565656985,3.627926337745632,38361.09360655655,2025Q3,2025
2025-08-01,Food,44701,29.41477239958303,5.551788338991576,31552.302589662388,2025Q3,2025
2025-08-01,Clothing,8318,19.16456076747446,5.292594864244835,6723.8918353614745,2025Q3,2025
2025-08-01,Electronics,22587,16.235765356528905,3.331194780146848,18919.827678920814,2025Q3,2025
2025-08-02,Food,41379,28.050528584000723,8.831466862510197,29771.97177722634,2025Q3,2025
2025-08-02,Clothing,4063,5.9386996547568955,6.736897577488324,3821.7106330272272,2025Q3,2025
2025-08-02,Electronics,30293,15.065928065474182,3.1551713583938854,25729.07841112591,2025Q3,2025
2025-08-03,Food,9204,10.640806247110564,11.285101020711435,8224.620193015944,2025Q3,2025
2025-08-03,Clothing,11265,13.912384774365204,2.5278655496087827,9697.76985516776,2025Q3,2025
2025-08-03,Electronics,20446,17.386668354919944,2.7409117912955256,16891.12178815307,2025Q3,2025
2025-08-04,Food,40809,11.094146179957963,7.885985646056719,36281.58988542095,2025Q3,2025
2025-08-04,Clothing,7265,16.064940237428214,3.956429854205762,6097.88209175084,2025Q3,2025
2025-08-04,Electronics,38269,8.42704909698583,3.7163863359961646,35044.052581074495,2025Q3,2025
2025-08-05,Food,33484,17.28941923939413,3.723724200748387,27694.81086188127,2025Q3,2025
2025-08-05,Clothing,28715,14.986057784475335,6.356735909843969,24411.753507187907,2025Q3,2025
2025-08-05,Electronics,30557,17.665654308036373,3.3766166534556468,25158.906013093325,2025Q3,2025
2025-08-06,Food,15000,19.37411372686323,8.445654772166112,12093.882940970516,2025Q3,2025
2025-08-06,Clothing,4832,9.77003367156427,4.429430629364395,4359.911972990015,2025Q3,2025
2025-08-06,Electronics,16972,14.216033355525862,2.592088918945647,14559.254818900152,2025Q3,2025
2025-08-07,Food,27374,25.152739996324325,11.520605652579691,20488.68895340618,2025Q3,2025
